Handle,Title,Product_Type,Image_Position,FAL_URL,Local_Path,Alt_Text,Prompt,Status
4-drawer-legal-width-vertical-file,4 Drawer Legal Width Vertical File,Uncategorized,2,https://v3b.fal.media/files/b/0a979c10/LGzbh0ySr_9mr48PM4RAP.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/4-drawer-legal-width-vertical-file-gen-2.jpg,4 Drawer Legal Width Vertical File - Office Setting,"Professional product photography of 4 Drawer Legal Width Vertical File, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
4-drawer-legal-width-vertical-file,4 Drawer Legal Width Vertical File,Uncategorized,3,https://v3b.fal.media/files/b/0a979c10/Lg-dx8tCFpjHZzKzahVXj.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/4-drawer-legal-width-vertical-file-gen-3.jpg,4 Drawer Legal Width Vertical File - Workspace View,"4 Drawer Legal Width Vertical File, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
4-drawer-legal-width-vertical-file,4 Drawer Legal Width Vertical File,Uncategorized,4,https://v3b.fal.media/files/b/0a979c10/YLBir2yiUxJLSt5Dmf9B_.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/4-drawer-legal-width-vertical-file-gen-4.jpg,4 Drawer Legal Width Vertical File - Detail Close-Up,"Close-up detail shot of 4 Drawer Legal Width Vertical File, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
4-drawer-letter-width-vertical-file,4 Drawer Letter Width Vertical File,Office Supplies > Filing & Organization > File Boxes,2,https://v3b.fal.media/files/b/0a979c11/32RLd81_clJXgCd8bm9va.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/4-drawer-letter-width-vertical-file-gen-2.jpg,4 Drawer Letter Width Vertical File - Office Setting,"Professional product photography of 4 Drawer Letter Width Vertical File, a filing cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
4-drawer-letter-width-vertical-file,4 Drawer Letter Width Vertical File,Office Supplies > Filing & Organization > File Boxes,3,https://v3b.fal.media/files/b/0a979c11/rxI2liEnONmECTHQ1upC1.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/4-drawer-letter-width-vertical-file-gen-3.jpg,4 Drawer Letter Width Vertical File - Workspace View,"4 Drawer Letter Width Vertical File, a filing cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
4-drawer-letter-width-vertical-file,4 Drawer Letter Width Vertical File,Office Supplies > Filing & Organization > File Boxes,4,https://v3b.fal.media/files/b/0a979c11/qHrUxIqfx6NzAzl56xSKl.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/4-drawer-letter-width-vertical-file-gen-4.jpg,4 Drawer Letter Width Vertical File - Detail Close-Up,"Close-up detail shot of 4 Drawer Letter Width Vertical File, a filing cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
2-drawer-legal-width-vertical-file,2 Drawer Legal Width Vertical File,Office Supplies > Filing & Organization > File Boxes,2,https://v3b.fal.media/files/b/0a979c11/WqDII8bFuFfUmXusXHa7M.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/2-drawer-legal-width-vertical-file-gen-2.jpg,2 Drawer Legal Width Vertical File - Office Setting,"Professional product photography of 2 Drawer Legal Width Vertical File, a filing cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
2-drawer-legal-width-vertical-file,2 Drawer Legal Width Vertical File,Office Supplies > Filing & Organization > File Boxes,3,https://v3b.fal.media/files/b/0a979c11/AgbEr9VecSUmkSf_Id_ko.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/2-drawer-legal-width-vertical-file-gen-3.jpg,2 Drawer Legal Width Vertical File - Workspace View,"2 Drawer Legal Width Vertical File, a filing cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
2-drawer-legal-width-vertical-file,2 Drawer Legal Width Vertical File,Office Supplies > Filing & Organization > File Boxes,4,https://v3b.fal.media/files/b/0a979c12/UytR050QFfkVzkaF_Dpsy.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/2-drawer-legal-width-vertical-file-gen-4.jpg,2 Drawer Legal Width Vertical File - Detail Close-Up,"Close-up detail shot of 2 Drawer Legal Width Vertical File, a filing cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,Office Supplies > Filing & Organization > File Boxes,2,https://v3b.fal.media/files/b/0a979c12/pv5gSatpdtztVvXdEmXK4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/vertical-file-2-drawer-letter-gen-2.jpg,Vertical File 2 Drawer Letter - Office Setting,"Professional product photography of Vertical File 2 Drawer Letter, a filing cabinet, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,Office Supplies > Filing & Organization > File Boxes,3,https://v3b.fal.media/files/b/0a979c12/tPZ7rim9YFN3-dSoRmGnv.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/vertical-file-2-drawer-letter-gen-3.jpg,Vertical File 2 Drawer Letter - Workspace View,"Vertical File 2 Drawer Letter, a filing cabinet, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,Office Supplies > Filing & Organization > File Boxes,4,https://v3b.fal.media/files/b/0a979c12/5X3MH11rigAYQ5m0h48TX.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/vertical-file-2-drawer-letter-gen-4.jpg,Vertical File 2 Drawer Letter - Detail Close-Up,"Close-up detail shot of Vertical File 2 Drawer Letter, a filing cabinet, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
executive-suites-height-adjustable-desk,Executive Suites Height Adjustable Desk,Furniture > Office Furniture > Workstations & Cubicles,2,https://v3b.fal.media/files/b/0a979c12/Jg0zOWKJtrOSCCjQ4XYCE.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/executive-suites-height-adjustable-desk-gen-2.jpg,Executive Suites Height Adjustable Desk - Office Setting,"Professional product photography of Executive Suites Height Adjustable Desk, a office workstation, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
executive-suites-height-adjustable-desk,Executive Suites Height Adjustable Desk,Furniture > Office Furniture > Workstations & Cubicles,3,https://v3b.fal.media/files/b/0a979c13/CX3zPpQKpnzUkzZTKtHns.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/executive-suites-height-adjustable-desk-gen-3.jpg,Executive Suites Height Adjustable Desk - Workspace View,"Executive Suites Height Adjustable Desk, a office workstation, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
executive-suites-height-adjustable-desk,Executive Suites Height Adjustable Desk,Furniture > Office Furniture > Workstations & Cubicles,4,https://v3b.fal.media/files/b/0a979c13/_9CmPO-1_9UYb1gsw_STp.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/executive-suites-height-adjustable-desk-gen-4.jpg,Executive Suites Height Adjustable Desk - Detail Close-Up,"Close-up detail shot of Executive Suites Height Adjustable Desk, a office workstation, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
management-u-shaped-suite-with-3-stage-height-adjustable-table,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table",Furniture > Office Furniture > Workstations & Cubicles,2,https://v3b.fal.media/files/b/0a979c13/BNJCjwC0fkGVECZgn83iJ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/management-u-shaped-suite-with-3-stage-height-adjustable-table-gen-2.jpg,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table - Office Setting","Professional product photography of Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table, a office workstation, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
management-u-shaped-suite-with-3-stage-height-adjustable-table,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table",Furniture > Office Furniture > Workstations & Cubicles,3,https://v3b.fal.media/files/b/0a979c13/lhfH73WGO_yQMMhgj2_nb.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/management-u-shaped-suite-with-3-stage-height-adjustable-table-gen-3.jpg,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table - Workspace View","Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table, a office workstation, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
management-u-shaped-suite-with-3-stage-height-adjustable-table,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table",Furniture > Office Furniture > Workstations & Cubicles,4,https://v3b.fal.media/files/b/0a979c13/yPPOH79itDE-FnHAvJta6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/management-u-shaped-suite-with-3-stage-height-adjustable-table-gen-4.jpg,"Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table - Detail Close-Up","Close-up detail shot of Management ""U"" Shaped Suite with 3-Stage Height Adjustable Table, a office workstation, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
l-shaped-desk-with-single-pedestal-60w-x-72d,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D",Uncategorized,2,https://v3b.fal.media/files/b/0a979c14/UoCeDhrnE5VnQVZJcCgGQ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-desk-with-single-pedestal-60w-x-72d-gen-2.jpg,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D - Office Setting","Professional product photography of ""L"" Shaped Desk with Single Pedestal - 60""W x 72""D, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
l-shaped-desk-with-single-pedestal-60w-x-72d,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D",Uncategorized,3,https://v3b.fal.media/files/b/0a979c14/B8Luz0a6WK8fpj5bHH7hS.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-desk-with-single-pedestal-60w-x-72d-gen-3.jpg,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D - Workspace View","""L"" Shaped Desk with Single Pedestal - 60""W x 72""D, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
l-shaped-desk-with-single-pedestal-60w-x-72d,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D",Uncategorized,4,https://v3b.fal.media/files/b/0a979c14/w6adyScg-7Qm_LMb8EV_k.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-desk-with-single-pedestal-60w-x-72d-gen-4.jpg,"""L"" Shaped Desk with Single Pedestal - 60""W x 72""D - Detail Close-Up","Close-up detail shot of ""L"" Shaped Desk with Single Pedestal - 60""W x 72""D, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
l-shaped-desk-with-double-pedestals-72w-x-78d,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D",Furniture > Office Furniture > Desks,2,https://v3b.fal.media/files/b/0a979c14/O6DygsyNCGY8VDm-gmSc4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-desk-with-double-pedestals-72w-x-78d-gen-2.jpg,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D - Office Setting","Professional product photography of ""L"" Shaped Desk with Double Pedestals - 72""W x 78""D, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
l-shaped-desk-with-double-pedestals-72w-x-78d,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D",Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979c14/Qr2xXeGZPPYrMVnkuora9.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-desk-with-double-pedestals-72w-x-78d-gen-3.jpg,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D - Workspace View","""L"" Shaped Desk with Double Pedestals - 72""W x 78""D, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
l-shaped-desk-with-double-pedestals-72w-x-78d,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D",Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979c14/YSDR3DJVIMHOopfPD8quQ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-desk-with-double-pedestals-72w-x-78d-gen-4.jpg,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D - Detail Close-Up","Close-up detail shot of ""L"" Shaped Desk with Double Pedestals - 72""W x 78""D, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
u-shaped-desk-72w-x-96d,"""U"" Shaped Desk - 72""W x 96""D",Furniture > Office Furniture > Desks,2,https://v3b.fal.media/files/b/0a979c15/xoGEu3H7CnyuDtSG-S6mX.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-desk-72w-x-96d-gen-2.jpg,"""U"" Shaped Desk - 72""W x 96""D - Office Setting","Professional product photography of ""U"" Shaped Desk - 72""W x 96""D, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
u-shaped-desk-72w-x-96d,"""U"" Shaped Desk - 72""W x 96""D",Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979c15/dO6RX8x-xTtWybWGLSQHJ.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-desk-72w-x-96d-gen-3.jpg,"""U"" Shaped Desk - 72""W x 96""D - Workspace View","""U"" Shaped Desk - 72""W x 96""D, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
u-shaped-desk-72w-x-96d,"""U"" Shaped Desk - 72""W x 96""D",Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979c15/0x8MlfKYC_Lu0y3n3NbrU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-desk-72w-x-96d-gen-4.jpg,"""U"" Shaped Desk - 72""W x 96""D - Detail Close-Up","Close-up detail shot of ""U"" Shaped Desk - 72""W x 96""D, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
single-pedestal-desk-60w-x-30d,"Single Pedestal Desk - 60""W x 30""D",Furniture > Office Furniture > Desks,2,https://v3b.fal.media/files/b/0a979c15/NQmH_O36_LadrzLBEt2nc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/single-pedestal-desk-60w-x-30d-gen-2.jpg,"Single Pedestal Desk - 60""W x 30""D - Office Setting","Professional product photography of Single Pedestal Desk - 60""W x 30""D, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
single-pedestal-desk-60w-x-30d,"Single Pedestal Desk - 60""W x 30""D",Furniture > Office Furniture > Desks,3,https://v3b.fal.media/files/b/0a979c15/ytFupep4eHwGc0_6eKNWw.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/single-pedestal-desk-60w-x-30d-gen-3.jpg,"Single Pedestal Desk - 60""W x 30""D - Workspace View","Single Pedestal Desk - 60""W x 30""D, a office desk, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
single-pedestal-desk-60w-x-30d,"Single Pedestal Desk - 60""W x 30""D",Furniture > Office Furniture > Desks,4,https://v3b.fal.media/files/b/0a979c16/-f71okFdwb-iHa_k4p-4Q.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/single-pedestal-desk-60w-x-30d-gen-4.jpg,"Single Pedestal Desk - 60""W x 30""D - Detail Close-Up","Close-up detail shot of Single Pedestal Desk - 60""W x 30""D, a office desk, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
management-u-shaped-suite-72w-x-102d,"Management ""U"" Shaped Suite - 72""W x 102""D",Furniture > Office Furniture > Workstations & Cubicles,2,https://v3b.fal.media/files/b/0a979c16/qxhm4-KhcB7l9mTXGxlHj.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/management-u-shaped-suite-72w-x-102d-gen-2.jpg,"Management ""U"" Shaped Suite - 72""W x 102""D - Office Setting","Professional product photography of Management ""U"" Shaped Suite - 72""W x 102""D, a office workstation, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
management-u-shaped-suite-72w-x-102d,"Management ""U"" Shaped Suite - 72""W x 102""D",Furniture > Office Furniture > Workstations & Cubicles,3,https://v3b.fal.media/files/b/0a979c16/Su_7oADAMH9nWAr-i9yZU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/management-u-shaped-suite-72w-x-102d-gen-3.jpg,"Management ""U"" Shaped Suite - 72""W x 102""D - Workspace View","Management ""U"" Shaped Suite - 72""W x 102""D, a office workstation, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
management-u-shaped-suite-72w-x-102d,"Management ""U"" Shaped Suite - 72""W x 102""D",Furniture > Office Furniture > Workstations & Cubicles,4,https://v3b.fal.media/files/b/0a979c16/El_3pXu5oaK0JLy6mPSVP.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/management-u-shaped-suite-72w-x-102d-gen-4.jpg,"Management ""U"" Shaped Suite - 72""W x 102""D - Detail Close-Up","Close-up detail shot of Management ""U"" Shaped Suite - 72""W x 102""D, a office workstation, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
u-shaped-suite-with-rectangular-island,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324",Furniture > Office Furniture > Workstations & Cubicles,2,https://v3b.fal.media/files/b/0a979c16/E6Gxv4Z-cYWIjswczeUIx.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-suite-with-rectangular-island-gen-2.jpg,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324 - Office Setting","Professional product photography of ""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324, a office workstation, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
u-shaped-suite-with-rectangular-island,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324",Furniture > Office Furniture > Workstations & Cubicles,3,https://v3b.fal.media/files/b/0a979c17/u_fPb5PT1CiPWy2on4Pnn.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-suite-with-rectangular-island-gen-3.jpg,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324 - Workspace View","""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324, a office workstation, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
u-shaped-suite-with-rectangular-island,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324",Furniture > Office Furniture > Workstations & Cubicles,4,https://v3b.fal.media/files/b/0a979c17/_5NmM1SHwBpBVQBAMzyt5.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-suite-with-rectangular-island-gen-4.jpg,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324 - Detail Close-Up","Close-up detail shot of ""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324, a office workstation, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
u-shaped-suite-with-table-desk-72w-x-96d,"""U"" Shaped Suite with Table Desk - 72""W x 96""D",Furniture > Office Furniture > Workstations & Cubicles,2,https://v3b.fal.media/files/b/0a979c17/s2VpcVvaRG56ZegyYMoR6.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-suite-with-table-desk-72w-x-96d-gen-2.jpg,"""U"" Shaped Suite with Table Desk - 72""W x 96""D - Office Setting","Professional product photography of ""U"" Shaped Suite with Table Desk - 72""W x 96""D, a office workstation, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
u-shaped-suite-with-table-desk-72w-x-96d,"""U"" Shaped Suite with Table Desk - 72""W x 96""D",Furniture > Office Furniture > Workstations & Cubicles,3,https://v3b.fal.media/files/b/0a979c17/7DNdIqSjTYjE0XPWKznkC.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-suite-with-table-desk-72w-x-96d-gen-3.jpg,"""U"" Shaped Suite with Table Desk - 72""W x 96""D - Workspace View","""U"" Shaped Suite with Table Desk - 72""W x 96""D, a office workstation, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
u-shaped-suite-with-table-desk-72w-x-96d,"""U"" Shaped Suite with Table Desk - 72""W x 96""D",Furniture > Office Furniture > Workstations & Cubicles,4,https://v3b.fal.media/files/b/0a979c17/pxZRmsCmxF4KqTt4C2XKN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/u-shaped-suite-with-table-desk-72w-x-96d-gen-4.jpg,"""U"" Shaped Suite with Table Desk - 72""W x 96""D - Detail Close-Up","Close-up detail shot of ""U"" Shaped Suite with Table Desk - 72""W x 96""D, a office workstation, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
workway-planters,WORKWAY Planters,Uncategorized,2,https://v3b.fal.media/files/b/0a979c17/ZJuF8msuZJgzwXEAV8LA-.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/workway-planters-gen-2.jpg,WORKWAY Planters - Office Setting,"Professional product photography of WORKWAY Planters, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
workway-planters,WORKWAY Planters,Uncategorized,3,https://v3b.fal.media/files/b/0a979c18/9r3u9zG1w-QrfmQTOGc5o.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/workway-planters-gen-3.jpg,WORKWAY Planters - Workspace View,"WORKWAY Planters, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
workway-planters,WORKWAY Planters,Uncategorized,4,https://v3b.fal.media/files/b/0a979c18/IxvGzwAyQ9p89WornbEsj.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/workway-planters-gen-4.jpg,WORKWAY Planters - Detail Close-Up,"Close-up detail shot of WORKWAY Planters, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
taper-leg-table,Taper Leg Table,Furniture > Tables > Kitchen & Dining Room Tables,2,https://v3b.fal.media/files/b/0a979c18/XUl1x1eoSH4OsrFlXlFa8.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/taper-leg-table-gen-2.jpg,Taper Leg Table - Office Setting,"Professional product photography of Taper Leg Table, a conference table, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
taper-leg-table,Taper Leg Table,Furniture > Tables > Kitchen & Dining Room Tables,3,https://v3b.fal.media/files/b/0a979c18/2vs152JMK0RdvnHGtUoO4.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/taper-leg-table-gen-3.jpg,Taper Leg Table - Workspace View,"Taper Leg Table, a conference table, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
taper-leg-table,Taper Leg Table,Furniture > Tables > Kitchen & Dining Room Tables,4,https://v3b.fal.media/files/b/0a979c18/GLC7VkXGczg3wcVyBu5Yf.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/taper-leg-table-gen-4.jpg,Taper Leg Table - Detail Close-Up,"Close-up detail shot of Taper Leg Table, a conference table, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
loop-leg-table,LOOP Leg Table,Furniture > Tables > Kitchen & Dining Room Tables,2,https://v3b.fal.media/files/b/0a979c19/OLEDATKpHwjE5catjivZo.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/loop-leg-table-gen-2.jpg,LOOP Leg Table - Office Setting,"Professional product photography of LOOP Leg Table, a conference table, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
loop-leg-table,LOOP Leg Table,Furniture > Tables > Kitchen & Dining Room Tables,3,https://v3b.fal.media/files/b/0a979c19/BiCAb64QJYQwT2T2fu0po.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/loop-leg-table-gen-3.jpg,LOOP Leg Table - Workspace View,"LOOP Leg Table, a conference table, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
loop-leg-table,LOOP Leg Table,Furniture > Tables > Kitchen & Dining Room Tables,4,https://v3b.fal.media/files/b/0a979c19/OG2--CzRU4PknoKIuU8ra.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/loop-leg-table-gen-4.jpg,LOOP Leg Table - Detail Close-Up,"Close-up detail shot of LOOP Leg Table, a conference table, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
led-desk-lamp-with-usb-and-night-light,LED Desk Lamp with USB and Night Light,Home & Garden > Lighting > Lamps > Desk Lamps,2,https://v3b.fal.media/files/b/0a979c19/djNoUTaiOQ6wXuUXtLqxc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/led-desk-lamp-with-usb-and-night-light-gen-2.jpg,LED Desk Lamp with USB and Night Light - Office Setting,"Professional product photography of LED Desk Lamp with USB and Night Light, a office desk, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
