handle,title,type_bucket,product_type,vendor,sold_orders,sold_revenue,has_image,has_price,all_oos,rule_applied,proposed_action,reason,proposed_tags,admin_url
ionic-feet-1-pair,Ionic Feet (1 Pair),Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9665634435385
jax-sit-to-stand,JAX Sit to Stand,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9841866506553
keys-2-set,Keys 2/set,Other,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9960567046457
reception-unit-72x72,"L shape Reception Unit 72""x72"" 15B",Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,reception,https://admin.shopify.com/store/office-central/products/9669947326777
l-shape-suire,L-Shape Suite HTWLEV1LOOP,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9855829967161
l-shape-suite-layout-41c,L-Shape Suite Layout #41C,Other,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9983628968249
lectern-podium,Lectern Podium,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9693069377849
levels-suite,Levels Suite,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9747754320185
links-custom-reception-unit-60x72,"Links Custom Reception Unit 60""x72""",Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,reception,https://admin.shopify.com/store/office-central/products/9858891776313
management-l-shaped-suite-66w-x-72d,"MANAGEMENT ""L"" SHAPED SUITE - 66""W X 72""D",Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9469546103097
management-u-shaped-suite-72w-x-102d,"Management ""U"" Shaped Suite - 72""W x 102""D",Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9726650548537
metal-cross-base-with-levelers,Metal Cross Base with Levelers,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9874943738169
metal-round-metal-base,Metal Round Metal Base,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9874945835321
metal-square-metal-base,Metal Square Metal Base,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9874949079353
mobile-machine-stand-with-shelf-on-wheels,Mobile Machine Stand with Shelf on wheels,Other,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9936909893945
momentum-series-combos-keyboard-arm-premium-quality,Momentum Series Combos Keyboard Arm (Premium Quality),Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9778549653817
round-metal-base,Round Metal Base,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9968003612985
scoot-8945bl-lectern,Scoot 8945BL Lectern,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9837829685561
scoot-multi-purpose-lectern-8922bl-1,Scoot™ Multi-Purpose Lectern 8922BL,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9693074391353
shoptech-081,Shoptech 081,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754663682361
shoptech-082,Shoptech 082,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754654933305
shoptech-097-pc1000,Shoptech 097–PC1000,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754633077049
shoptech-099rx,Shoptech 099RX,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754651525433
shoptech-2300-pc775,Shoptech 2300–PC775,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754652115257
shoptech-2302-pc775,Shoptech 2302–PC775,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754653262137
shoptech-2410,Shoptech 2410,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754654245177
shoptech-2500-pc550,Shoptech 2500–PC550,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9754656440633
soft-pods,Soft Pods,Other,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9667868524857
spritz-with-arms-and-castors-6765c,Spritz with Arms and Castors 6765C,Other,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/10017041875257
temptations-office-suite,Temptations Office Suite,Other,,IOF,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9968549429561
temptations-office-suite-copy,The Corporate Office Suite,Other,,IOF,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9968549888313
white-board-magnetic-mobile-on-wheels,White Board Magnetic (mobile) on wheels,Other,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/10030448312633
efloat-quattro-humanscale,eFloat Quattro Humanscale,Other,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,,https://admin.shopify.com/store/office-central/products/9982087758137
outdoor-park-benches,Outdoor Park Benches,Outdoor,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,outdoor,https://admin.shopify.com/store/office-central/products/9676931039545
4-drawer-legal-width-vertical-file,4 Drawer Legal Width Vertical File,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9727970705721
6-drawer-end-tab-cabinet-s128-drawers,6 Drawer End Tab Cabinet S128 Drawers,Storage,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/10111254855993
bookcase-metal-2-size-options,Bookcase Metal 2 Size options,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9667812786489
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9858778431801
credenza-lflf-1,Credenza LFLF,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9763429646649
credenza-lfmsu,Credenza LFMSU,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9763460579641
credenza-sliding-doors,Credenza Sliding Doors,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9722789822777
credenza-storage-hutch,Credenza Storage & Hutch,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9751461036345
credenza-storage-storage-with-locks,Credenza Storage / Storage with locks,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9859466658105
credenza-with-sliding-doors-36-high,"Credenza with Sliding doors 36"" High",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9788103917881
deep-hi-boy-storage-cabinet-72-h-x-36-w-x-24-d,"Deep Hi-Boy Storage Cabinet 72"" H x 36"" W x 24"" D",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9776398729529
display-shelving,Display Shelving,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9852995436857
dual-coloured-bookcase-15-sizes-available,Dual Coloured Bookcase (15 Sizes Available),Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9729952809273
electronic-lock-business-safes,Electronic Lock Business Safes,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103169388857
fireking-storage-cabinet-44-high,"FireKing Storage Cabinet 44"" High",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9779951731001
fireking-storage-cabinet-72-high,"FireKing Storage Cabinet 72"" High",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9779951436089
foundations-next-gen-serenity-safereach-compact-crib,Foundations Next Gen Serenity SafeReach Compact Crib,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9685432140089
foundations-safetycraft-compact-crib-natural-steel,Foundations SafetyCraft Compact Crib - Natural - Steel,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9685409399097
gardex-security-safe-fire-resistant-24-x-18-5-x-18-5,"Gardex  Security Safe - Fire Resistant -  24"" x 18.5"" x 18.5""",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103331131705
gardex-security-safe-fire-resistant-size-29-x-21-5-x-21-5-beige,"Gardex  Security Safe- Fire Resistant -Size 29"" x 21.5"" x 21.5"" - Beige",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103330115897
gardex-fireproof-lateral-file-2-3-4-drawer,"Gardex Fireproof Lateral File ( 2, 3 & 4 Drawer)",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9779411976505
hideaway-storage-cabinet-1,Hideaway Storage Cabinet,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9733369233721
hutch-with-doors,Hutch with Doors (Assembled),Storage,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9903963603257
institutional-series-lateral-file-cabinet-2-3-4-5-drawer,"Institutional Series Lateral File Cabinet (2,3,4 & 5 Drawer)",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9782474211641
jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,"Jumbo Storage Cabinet Assembled 72"" H x48""W x 24"" D",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9776397713721
kensington-ac12-security-charging-cabinet,Kensington AC12 Security Charging Cabinet,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9827425812793
laminate-lockers-1,Laminate Lockers,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9822327505209
laminate-lockers-copy,Laminate Lockers,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9822332387641
lateral-file-used-5-drawer-beige-nevada,Lateral File (USED) 5 Drawer Beige Nevada,Storage,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/10084137697593
lateral-file-wood-laminate-2-3-4-drawer-options,"Lateral File Wood Laminate (2, 3 & 4 Drawer options)",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9788589900089
lectern-storage-stand,Lectern Storage Stand,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9693070721337
levels-bookcase,Levels Bookcase,Storage,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9963313004857
lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,"Lockerettes, 6 -tier, Bank of 3, 36"" x 18"" x 72"", Steel, Grey, Rivet (Assembled)",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9692198633785
lockers-2-tier-assembled,Lockers 2 Tier (Assembled),Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9690804846905
lockers-2-tier,Lockers 2-Tier,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9868797346105
lockers-single-tier-assembled,Lockers Single Tier (Assembled),Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9690784596281
mobile-pedestal-digital-lock,Mobile Pedestal & Digital Lock,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9788567388473
mobile-pedestal-file-file,Mobile Pedestal File / File,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9834039345465
newland-bookcases-assembled,Newland Bookcases (Assembled),Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9782648176953
prime-multi-storage-cabinet-lateral-file,Prime Multi-Storage Cabinet / Lateral File,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9733027463481
storage-right-ff-sc-left-wardrobe,STORAGE / RIGHT FF & SC / LEFT WARDROBE,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9722809811257
safe-digital-fire-water-file,Safe Digital Fire/Water File,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103180366137
safe-small-security-safe-with-electronic-lock-8-7-x-13-8-x-10-6-3,"Safe Small Security Safe with Electronic Lock  8.7"" x 13.8"" x 10.6""",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103180693817
security-safe-39-x-26-5-x-26-5-1,"Security Safe  39"" x 26.5"" x 26.5""",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103329820985
security-safe-fire-resistant-50-5-x-26-5-1,"Security Safe  Fire Resistant 50.5"" x 26.5""",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103328969017
sentry-safe-security-safe-with-electronic-lock-4,Sentry Safe Security Safe with Electronic Lock,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9103335326009
solid-steel-shelving-starter-set,"Solid Steel Shelving, Starter Set",Storage,,Office Central & Brant Business Interiors,0,0.0,N,N,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/10046412554553
standard-lateral-files-2-3-4-5-drawers,"Standard Lateral Files (2,3,4 & 5 Drawers)",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9782444425529
storage-cabinet-credenza-72w-x-24d,"Storage Cabinet Credenza, 72""W x 24""D",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9722772357433
storage-cabinet-with-doors,Storage Cabinet with Doors,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9853010051385
storage-wardrobe-unit,Storage Wardrobe Unit,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9722804863289
two-drawer-lateral-file-nl3624lft,Two Drawer Lateral File NL3624LFT,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9782603186489
vertical-fireproof-cabinets-2-3-4-drawer,"Vertical Fireproof Cabinets (2, 3 & 4 Drawer)",Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9779950256441
wardrobe,Wardrobe,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9763504587065
wardrobe-storage-cabinet-htwlevsr7218,Wardrobe / Storage Cabinet HTWLEVSR7218,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9855836586297
wardrobe-with-lock,Wardrobe with Lock,Storage,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,storage,https://admin.shopify.com/store/office-central/products/9722802536761
aktivity-rectangle-height-adjustable-table,Aktivity Rectangle Height Adjustable Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9114228523321
bar-height-table,Bar Height Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9666375647545
boat-shaped-conference-table-96-x-36-x-29,"Boat Shaped Conference Table - 96"" x 36"" x 29""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,"tables, boardroom",https://admin.shopify.com/store/office-central/products/9103188459833
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9893580931385
coffee-table,Coffee Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9673699295545
coffee-table-33-x-33-15-height-2,"Coffee Table  33"" x 33"" 15"" Height",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9114345603385
coffee-table-chrome,Coffee Table Chrome,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9673690317113
craft-wedge-overtable-chrome-leg-1,Craft Wedge Overtable Chrome Leg,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103347024185
drafting-table,Drafting Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9693071737145
drafting-table-custom,Drafting Table Custom,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9693076390201
drafting-table-precision-table-2-sizes,Drafting Table Precision Table  2 Sizes,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9693073867065
drafting-table-safco-vista-drawing-table,Drafting Table Safco Vista Drawing Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9693072687417
dual-sided-height-adjustable-table,Dual Sided Height Adjustable Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9665415807289
educational-student-tables-5-shapes-sizes,Educational Student Tables (5 Shapes & Sizes),Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/10159634022713
end-table-29-x-29-x-16,"End Table - 29"" x 29"" x 16""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9114394001721
end-table-chrome,End Table Chrome,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9673683566905
end-table-glass-top,End Table Glass Top,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9673700376889
uni-flip-training-tables-7-sizes,Flip Top Training Tables 7 Sizes,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,"tables, training-room",https://admin.shopify.com/store/office-central/products/9686666871097
flip-top-table-48-x-24,"Flip-Top Table - 48"" x 24""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103358984505
folding-table-8,Folding Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103179972921
folding-table-30-x-96-1,"Folding Table  30""  x 96""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103179186489
folding-table-30x-72,"Folding Table 30""x 72""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103178400057
folding-table-36-bt36-resin,"Folding Table 36"" BT36 Resin",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9690428637497
folding-table-60-x-30-1,"Folding Table 60"" x 30""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103178924345
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,"FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506)",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9674653499705
ganging-plates-for-terina-tables-gfcngfp,Ganging Plates for Terina Tables GFCNGFP,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9828101783865
hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9103177744697
height-adjustable-base-pneumatic,Height Adjustable Base Pneumatic (Top Sold Separately),Tables,,Office Central & Brant Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9937627775289
height-adjustable-l-shape-71x71,"Height Adjustable L-Shape 71""x71""",Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9665393262905
height-adjustable-l-shape-table-1,Height Adjustable L-Shape Table,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9855858245945
height-adjustable-rectangular-table-2-legs-nl48243qht,Height Adjustable Rectangular Table - 2 legs,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9782607446329
horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,Horseshoe Study Table Height Adjustable C-Shape Horseshoe,Tables,,Business Interiors,0,0.0,Y,Y,N,never-sold,clearance,never sold — move to Clearance at 10% off,tables,https://admin.shopify.com/store/office-central/products/9683080249657
