handle,product_id,title,status,current_vendor,proposed_vendor,confidence,matched_pattern,will_change,is_hero_100
fellowes-array-recess-ar-air-purifier-1,gid://shopify/Product/9712556441913,Fellowes array recess ar air purifier,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
fellowes-array-wall-stand-air-purification,gid://shopify/Product/9712562045241,Fellowes array wall & stand air purification,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
fellowes-lotus-dual-monitor-arm-kit-2-display-s-supported27-arm-only-fel8042901,gid://shopify/Product/9712537927993,"Fellowes lotus dual monitor arm kit - 2 display(s) supported27"" (arm only) — FEL8042901",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
felt-acoustic-room-dividers,gid://shopify/Product/9832199749945,Felt acoustic room dividers,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
felt-acoustic-wall-tiles,gid://shopify/Product/9832223867193,Felt acoustic wall tiles,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
felt-sound-dampeners,gid://shopify/Product/9693081895225,Felt sound dampeners,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
file-buddy-swivel-stool-black-vinyl,gid://shopify/Product/9103460696377,File buddy swivel stool black — Vinyl,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
finch-armless-stacking-armchair-mvl11704,gid://shopify/Product/9982117806393,Finch | armless stacking armchair — MVL11704,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
fireking-storage-cabinet-44-high,gid://shopify/Product/9779951731001,"Fireking storage cabinet 44"" high — 44""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
fireking-storage-cabinet-72-high,gid://shopify/Product/9779951436089,"Fireking storage cabinet 72"" high — 72""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
flap-folding-chair-6775-1,gid://shopify/Product/9693098705209,Flap folding chair (6775) — 6775,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
flip-top-table-48-x-24,gid://shopify/Product/9103358984505,"Flip-top table — 48"" x 24""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
floor-chairmat-carpet-hard-floor-60-x-46,gid://shopify/Product/9103186002233,"Floor chairmat carpet, hard floor — 60"" x 46""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-chair-cart,gid://shopify/Product/10107361100089,Folding chair cart,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-table-24-x-48-1,gid://shopify/Product/9103177056569,"Folding table — 24"" x 48""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-table-30-x-96-1,gid://shopify/Product/9103179186489,"Folding table — 30"" x 96""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-table-30x-72,gid://shopify/Product/9103178400057,"Folding table — 30""x 72""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-table-36-bt36-resin,gid://shopify/Product/9690428637497,"Folding table 36"" BT36 resin — 36""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-table-60-4,gid://shopify/Product/9103180136761,Folding chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-table-60-x-30-1,gid://shopify/Product/9103178924345,"Folding table — 60"" x 30""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
folding-table-8,gid://shopify/Product/9103179972921,Folding table,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
follower-block-mvlfb,gid://shopify/Product/9963964367161,Follower block mvlfb,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
foundations-next-gen-serenity-compact-crib,gid://shopify/Product/9685414871353,Foundations Next Gen Serenity Compact Crib,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
foundations-next-gen-serenity-safereach-compact-crib,gid://shopify/Product/9685432140089,Foundations Next Gen Serenity SafeReach Compact Crib,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
foundations-safetycraft-compact-crib-natural-steel,gid://shopify/Product/9685409399097,Foundations SafetyCraft Compact Crib - Natural - Steel,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
foundations-sport-splash-3-seat-strollers,gid://shopify/Product/9685444297017,Foundations Sport Splash 3-Seat Strollers,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,gid://shopify/Product/9674653499705,"Freefit benching height adjustable 176""w x 62.5""d (ffhab506) — FFHAB506",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
full-time-chair-mvl2900,gid://shopify/Product/9706964681017,Full time chair — MVL2900,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
gaming-chair,gid://shopify/Product/9725748478265,Gaming chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ganging-plates-for-terina-tables-gfcngfp,gid://shopify/Product/9828101783865,Ganging plates for terina tables gfcngfp,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
gardex-fireproof-lateral-file-2-3-4-drawer,gid://shopify/Product/9779411976505,"Gardex fireproof lateral file ( 2, 3 & 4 drawer) — 4 drawer",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
gardex-security-safe-fire-resistant-24-x-18-5-x-18-5,gid://shopify/Product/9103331131705,"Gardex security safe - fire resistant — 24"" x 18.5"" x 18.5""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
gardex-security-safe-fire-resistant-size-29-x-21-5-x-21-5-beige,gid://shopify/Product/9103330115897,"Gardex security safe- fire resistant -size 29"" x 21.5"" x 21.5"" - beige — 29"" x 21.5"" x 21.5""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
gas-lift-monitor-riser,gid://shopify/Product/9667825598777,Gas lift monitor riser,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
granada-deluxe-high-back-multi-tilter-1170-3-2,gid://shopify/Product/9666746384697,Granada deluxe high back multi-tilter (1170-3) — 1170-3,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
grommet-hole-cover,gid://shopify/Product/10085789335865,Grommet hole & cover,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
guest-chair-6960-moda,gid://shopify/Product/9667794239801,Guest chair 6960 moda,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
haag-shell-jacket-mens-4x-large-black-1,gid://shopify/Product/9039398764857,"Haag Shell Jacket, Men's, 4X-Large, Black",ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
haag-shell-jacket-mens-4x-large-black-2,gid://shopify/Product/9039399780665,"Haag Shell Jacket, Men's, 4X-Large, Black",ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
half-round-40-unit,gid://shopify/Product/9769338798393,"Half round 40"" unit — 40""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
halifax-executive-suite,gid://shopify/Product/9820816179513,Halifax executive suite,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
halifax-series,gid://shopify/Product/9822314070329,Halifax series,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
halifax-typical-4,gid://shopify/Product/9822310236473,Halifax typical 4,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
halifax-typical-9,gid://shopify/Product/9817158025529,Halifax typical 9,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
hardfloor-casters,gid://shopify/Product/9766928220473,Hardfloor casters,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
hardware-for-ceiling-tiles,gid://shopify/Product/9832764408121,Hardware for ceiling tiles,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1,gid://shopify/Product/9103177744697,"Hdl 5' resin folding table - granite rectangle, dove white pebble top - powder coated base - 60"" table top length x 30"" table top width - 29"" height — 29""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
height-adjustable-base-pneumatic,gid://shopify/Product/9937627775289,Height adjustable base pneumatic (top sold separately),ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
height-adjustable-l-shape-71x71,gid://shopify/Product/9665393262905,"Height adjustable l-shape — 71""x71""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
height-adjustable-l-shape-table-1,gid://shopify/Product/9855858245945,Height adjustable l-shape table,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
height-adjustable-rectangular-table-2-legs-nl48243qht,gid://shopify/Product/9782607446329,Height adjustable rectangular table - 2 legs,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
hideaway-storage-cabinet-1,gid://shopify/Product/9733369233721,Hideaway storage cabinet,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
high-back-tilter-with-arms,gid://shopify/Product/9664277971257,High back tilter with arms,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
high-back-weight-sensing-synchro-tilter,gid://shopify/Product/9639512768825,High back weight sensing synchro-tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
honor-roll-dsq-1824-pb-table-desk-square-leg-base-4-legs-x-24-table-top-width-x-18-table-top-depth-5-each,gid://shopify/Product/9039401713977,"Honor roll -dsq-1824-pb table desk - square leg base - 4 legs x 24"" table top width x 18"" table top depth 5 each — 18""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,gid://shopify/Product/9683080249657,Horseshoe study table height adjustable c-shape horseshoe,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
hutch-5-sizes,gid://shopify/Product/9795588981049,Hutch — 5 sizes,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
hutch-with-doors,gid://shopify/Product/9903963603257,Hutch with doors (assembled),ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
i-pad-holders,gid://shopify/Product/10102435873081,Ipad holders,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
impromptu-lectern-1,gid://shopify/Product/9693075505465,Impromptu lectern,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
indigenous-medicine-wheel-huddl,gid://shopify/Product/9864578040121,Indigenous medicine wheel huddl,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
indoor-planter,gid://shopify/Product/9469554262329,Indoor planter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
innovations-l-shape-desk-with-hutch,gid://shopify/Product/9785116819769,Innovations l-shape desk with hutch,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
innovations-suite,gid://shopify/Product/9103181742393,Innovations suite,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
innovations-u-shape-suite,gid://shopify/Product/9839234384185,Innovations u-shape suite,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
installation,gid://shopify/Product/9697294090553,Installation,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
installation-1,gid://shopify/Product/10179884155193,Installation,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
installation-chairs,gid://shopify/Product/9786994098489,Installation Chairs,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
installation475,gid://shopify/Product/9746789433657,Installation475,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
institutional-series-lateral-file-cabinet-2-3-4-5-drawer,gid://shopify/Product/9782474211641,"Institutional series lateral file cabinet (2,3,4 & 5 drawer) — 5 drawer",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ionic-feet-1-pair,gid://shopify/Product/9665634435385,Ionic feet (1 pair),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
jax-keyboard-tray,gid://shopify/Product/9666435449145,Jax keyboard tray,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
jax-sit-to-stand,gid://shopify/Product/9841866506553,Jax sit to stand,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,gid://shopify/Product/9776397713721,"Jumbo storage cabinet assembled 72"" h x48""w x 24"" d — 24""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
kate-medium-back-armchair-2813,gid://shopify/Product/9729489043769,Kate medium back armchair (2813) — 2813,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
kensington-ac12-security-charging-cabinet,gid://shopify/Product/9827425812793,Kensington AC12 security charging cabinet,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
kensington-universal-charge-sync-tablet-cabinet,gid://shopify/Product/9827425616185,Kensington universal charge/sync tablet cabinet,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
keyboard-tray-multi-adjustable,gid://shopify/Product/9666434138425,Keyboard tray multi adjustable,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
keyboard-tray-multi-position,gid://shopify/Product/9666433876281,Keyboard tray multi position,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
keys-2-set,gid://shopify/Product/9960567046457,Keys 2/set,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
kneeling-chair-kcm1420,gid://shopify/Product/9847222403385,Kneeling chair — KCM1420,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
knight-lightweight-tilter-chair-otg11360,gid://shopify/Product/9771443061049,Knight lightweight tilter chair — OTG11360,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
kody-mesh-chair-otg13110,gid://shopify/Product/9676166496569,Kody mesh chair — OTG13110,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
koko-tables,gid://shopify/Product/9820585525561,Koko tables,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
kylie-multi-purpose-stacking-chair-cadet-otg11355c,gid://shopify/Product/9782665183545,Kylie | multi-purpose stacking chair - cadet — OTG11355C,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shape-desk-set-72x72,gid://shopify/Product/9893782552889,"L-shape desk set 72""x72"" bbf/ff innovations — 72""x72""",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shape-desk-with-36h-privacy-panel,gid://shopify/Product/9840940810553,"L-shape desk with 36""h privacy panel — 36""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shape-desk-with-36h-privacy-panel-1,gid://shopify/Product/9840946479417,"L-shape desk with 36""h privacy panel — 36""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shape-desk-with-hutch,gid://shopify/Product/9893597905209,"L-shape desk with hutch — 72""X72""",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shape-suire,gid://shopify/Product/9855829967161,L-shape suite — HTWLEV1LOOP,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shape-suite-layout-41c,gid://shopify/Product/9983628968249,L-shape suite layout # — 41C,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shape-workstations,gid://shopify/Product/10053881692473,"L-shape workstations (9 sizes, 8 colours) — 9 sizes",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shaped-desk-with-double-pedestals-72w-x-78d,gid://shopify/Product/9726668308793,"""l"" shaped desk with double pedestals - 72""w x 78""d — 78""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shaped-desk-with-single-pedestal-60w-x-72d,gid://shopify/Product/9726671814969,"""l"" shaped desk with single pedestal - 60""w x 72""d — 72""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2,gid://shopify/Product/9100256477497,"L-shaped medium pile chair mat with lip — 66"" x 60""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
laminate-lockers-1,gid://shopify/Product/9822327505209,Laminate lockers,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
laminate-lockers-copy,gid://shopify/Product/9822332387641,Laminate lockers,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
laminate-modesty-panels,gid://shopify/Product/9800598552889,Laminate modesty panels,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,gid://shopify/Product/9943316529465,Laptop holder for 100-MA1C & 100-MA2C monitor arms only,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
large-fire-water-safe-13-x-16-x-19-black-2,gid://shopify/Product/9098317070649,"Large fire/water safe 13"" x 16"" x 19"" - black — 13"" x 16"" x 19""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lateral-file-storage-cabinet-with-shelves,gid://shopify/Product/10086762348857,Lateral file & storage cabinet with shelves,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
lateral-file-storage-cabinet-with-shelves-copy,gid://shopify/Product/10086763954489,Lateral file & storage cabinet with shelves,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
lateral-file-used-5-drawer-beige-nevada,gid://shopify/Product/10084137697593,Lateral file (used) 5 drawer beige nevada — 5 drawer,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
lateral-file-wood-laminate-2-3-4-drawer-options,gid://shopify/Product/9788589900089,"Lateral file wood laminate (2, 3 & 4 drawer options) — 4 drawer",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lectern-podium,gid://shopify/Product/9693069377849,Lectern podium,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lectern-storage-stand,gid://shopify/Product/9693070721337,Lectern storage stand,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
led-desk-lamp-with-usb-and-night-light,gid://shopify/Product/9723832435001,LED desk lamp with USB and night light,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
led-desk-lamp-with-wireless-charger-led,gid://shopify/Product/9723830337849,LED desk lamp with wireless charger - LED,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
levels-bookcase,gid://shopify/Product/9963313004857,Levels bookcase,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
levels-l-shape,gid://shopify/Product/9800687845689,Levels l-shape,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
levels-suite,gid://shopify/Product/9747754320185,Levels suite,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
links-custom-reception-unit-60x72,gid://shopify/Product/9858891776313,"Links custom reception unit — 60""x72""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,gid://shopify/Product/9692198633785,"Lockerettes, 6 -tier, bank of 3, 36"" x 18"" x 72"", steel, grey, rivet (assembled) — 36"" x 18"" x 72""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lockers-2-tier,gid://shopify/Product/9868797346105,Lockers 2-tier,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lockers-2-tier-assembled,gid://shopify/Product/9690804846905,Lockers 2 tier (assembled),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lockers-single-tier-assembled,gid://shopify/Product/9690784596281,Lockers single tier (assembled),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
loover-high-back-synchro-tilter,gid://shopify/Product/9666753855801,Loover high back synchro tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
loover-medium-back-synchro-tilter-chair,gid://shopify/Product/9666754675001,Loover medium back synchro tilter chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,gid://shopify/Product/9667830776121,Lotus dx sit-stand workstation (dual monitor arm extra),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
low-back-stacking-chair-mvl2747,gid://shopify/Product/9982116069689,Low back stacking chair — MVL2747,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
lumi-high-back-synchro-tilter-chair,gid://shopify/Product/9666759852345,Lumi | high back synchro-tilter chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
luray-executive-chair,gid://shopify/Product/9847159750969,Luray executive chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
makerspace-tables,gid://shopify/Product/9785193038137,Makerspace tables,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
management-l-shaped-suite-66w-x-72d,gid://shopify/Product/9469546103097,"Management ""l"" shaped suite - 66""w x 72""d — 72""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
management-u-shaped-suite-72w-x-102d,gid://shopify/Product/9726650548537,"Management ""u"" shaped suite - 72""w x 102""d — 102""",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
management-u-shaped-suite-with-3-stage-height-adjustable-table,gid://shopify/Product/9726681907513,"Management ""u"" shaped suite with 3-stage height adjustable table",ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
management-u-shaped-suite-with-3-stage-height-adjustable-table-nlp410,gid://shopify/Product/9900174475577,"Management ""u"" shaped suite with 3-stage height adjustable table — NLP410",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
manual-height-adjustable-base,gid://shopify/Product/9882644414777,Manual height adjustable base (tops sold separately),ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
manual-height-adjustable-table,gid://shopify/Product/9795576660281,Manual height adjustable table,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
marche-guest-chair,gid://shopify/Product/9729470857529,Marche guest chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
marche-guest-chair-8622,gid://shopify/Product/9729473741113,Marche guest chair — 8622,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
marche-guest-chair-copy,gid://shopify/Product/9729471086905,Marche guest chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
marlee-midback-chair-bonded-leather-mvl11722,gid://shopify/Product/9816455512377,Marlee midback chair bonded leather — MVL11722,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
marlee-synchro-tilter-chairs,gid://shopify/Product/9776144908601,Marlee synchro-tilter chairs,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
meeting-table,gid://shopify/Product/9853059694905,Meeting table,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mesh-chair-java-otg10902,gid://shopify/Product/10042763280697,Mesh chair java — OTG10902,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
metal-apex-desk,gid://shopify/Product/9911112433977,Metal apex desk,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
metal-cross-base-with-levelers,gid://shopify/Product/9874943738169,Metal cross base with levelers,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
metal-desk-laminate-top,gid://shopify/Product/9683142836537,Metal desk laminate top,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
metal-folding-chair,gid://shopify/Product/9451061805369,Metal Folding Chair,ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
metal-round-metal-base,gid://shopify/Product/9874945835321,Metal round metal base,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
metal-square-metal-base,gid://shopify/Product/9874949079353,Metal square metal base,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
minto-low-back-stacking-armchair-mvl2747,gid://shopify/Product/9782575333689,Minto | low back stacking armchair — MVL2747,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ml-bar-stool,gid://shopify/Product/9676180488505,Ml bar stool,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
ml-series-lounge-chair,gid://shopify/Product/9676178981177,Ml series lounge chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mobile-drawer-unit-with-locks-inv-mpuf,gid://shopify/Product/9716463075641,Mobile drawer unit with locks inv-mpuf,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mobile-folding-chair-storage-cart-3,gid://shopify/Product/9097354182969,Mobile folding chair storage cart,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mobile-machine-stand-with-shelf-on-wheels,gid://shopify/Product/9936909893945,Mobile machine stand with shelf on wheels,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
mobile-pedestal-digital-lock,gid://shopify/Product/9788567388473,Mobile pedestal & digital lock,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mobile-pedestal-file-file,gid://shopify/Product/9834039345465,Mobile pedestal file / file,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
modern-grigio-reception-desk,gid://shopify/Product/9788847030585,Modern grigio reception desk,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
momentum-series-combos-keyboard-arm-premium-quality,gid://shopify/Product/9778549653817,Momentum series combos keyboard arm (premium quality),ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
monitor-arms,gid://shopify/Product/9851749335353,Monitor arms,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mvl11860-stradic-mesh-back-tilter,gid://shopify/Product/9712844013881,MVL11860 stradic | mesh back tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mvl2732-annapolis-high-back-luxhide-tilter,gid://shopify/Product/9816457904441,MVL2732 annapolis | high back luxhide tilter,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mvl2786-yoho-armless-low-back-task-chair,gid://shopify/Product/9938954748217,MVL2786 yoho | armless low back task chair,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
mvl3101-avro-mesh-back-synchro-tilter-chair,gid://shopify/Product/9766187139385,MVL3101 avro mesh back synchro-tilter chair,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
mvl3103-avro-upholstered-seat-mesh-back-multi-tilter,gid://shopify/Product/9965370048825,MVL3103 avro | upholstered seat & mesh back multi-tilter,ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
new-pneumatic-single-arm-monitor-stand,gid://shopify/Product/9943309746489,"""new"" pneumatic single-arm monitor stand",ACTIVE,Office Central & Brant Business Interiors,Brant Business Interiors,fallback,,yes,no
nourish-high-back-bariatric-patient-chair-gc3685-1,gid://shopify/Product/9685627470137,Nourish™ High Back Bariatric Patient Chair (GC3685),ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
nutmeg-reception,gid://shopify/Product/9788850307385,Nutmeg reception,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
oci-platinum-monitor-arms,gid://shopify/Product/9689001951545,Oci platinum monitor arms,ACTIVE,Business Interiors,Brant Business Interiors,fallback,,yes,no
original-hydro-parkas-mens-medium-navy-blue,gid://shopify/Product/9039407841593,"Original ""Hydro"" Parkas, Men's, Medium, Navy Blue",ARCHIVED,Business Interiors,Brant Business Interiors,fallback,,yes,no
