product_id,product_handle,current_title,current_vendor,current_body_first_200,detected_manufacturer,confidence,evidence_summary,recommended_vendor_correction,sub_brand_detected,decision,product_type,sku_sample,sku_prefix,ambiguous_prefix
9685409399097,foundations-safetycraft-compact-crib-natural-steel,Foundations SafetyCraft Compact Crib - Natural - Steel,Brant Business Interiors,"An extraordinary value, offering good quality to the cost conscious customer Teething rail included for the protect of children and the longevity of the crib 24"" x 38"" sleeping surface with 3"" mattres",Foundations,HIGH,[HIGH] model_code:'SKU prefix FOU' in sku->Foundations,Foundations,,APPROVE,,FOU1631040,FOU,
9685414871353,foundations-next-gen-serenity-compact-crib,Foundations Next Gen Serenity Compact Crib,Brant Business Interiors,"Advanced teething rail for extra strength and durability Lower profile allows easier accessibility to infants 24"" x 38"" sleeping surface with 3"" Infapure mattress Easy assembly required, includes all ",Foundations,HIGH,[HIGH] model_code:'SKU prefix FOU' in sku->Foundations,Foundations,,APPROVE,,FOU2532043,FOU,
9685432140089,foundations-next-gen-serenity-safereach-compact-crib,Foundations Next Gen Serenity SafeReach Compact Crib,Brant Business Interiors,"Drop-gate is easy to use for caregiver comfort Advanced teething rail for extra strength and durability 24"" x 38"" sleeping surface with 3"" Infapure mattress Easy assembly required, includes all necess",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9685444297017,foundations-sport-splash-3-seat-strollers,Foundations Sport Splash 3-Seat Strollers,Brant Business Interiors,Sport Splash 3-seat strollers are the value leader in multi child strollers Ergonomic handle makes the stroller easy to maneuver Adjustable 5-point harness fits children weighing up to 40 lbs Assembly,Foundations,HIGH,[HIGH] model_code:'SKU prefix FOU' in sku->Foundations,Foundations,,APPROVE,,FOU00269,FOU,
9685608563001,primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",Brant Business Interiors,Primacare HT is a rugged steel version of Primacare intended for high traffic applications. This collection adds a uniform look to any facility by offering over 40 versatile models that extend from pa,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,"GLB GC3638, 10VV48, 20TTU, 45SS-1",GLB,
9685618884921,sidero-1,Sidero,Brant Business Interiors,"GC Sidero is a collection of contemporary multi-purpose stacking chairs with a sculpted look, featuring wide, curved arms, and a round tubular wallsaver steel frame. Compound curved back provides comf",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-(GC6922HB),GLB,
9685627470137,nourish-high-back-bariatric-patient-chair-gc3685-1,Nourish™ High Back Bariatric Patient Chair (GC3685),Brant Business Interiors,"Nourish™ was developed in consultation with leading healthcare professionals. It is an innovative, state-of-the-art patient chair that offers unique features to accommodate a variety of body types, si",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-GC3685,GLB,
9685632909625,gc-comet-bariatric-stacking-armchair-gc2180-1,GC Comet™ Bariatric Stacking Armchair (GC2180),Brant Business Interiors,"A bariatric stacking chair built for healthcare environments that need durability, comfort, and the flexibility to reconfigure quickly. The GC Comet™ Bariatric Stacking Armchair (GC2180) delivers the ",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group; [HIGH] direct_name_match:'specs.manufacturer=Global Furniture Group (Global Care)' in metafield->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB GC2180,GLB,
9686666871097,uni-flip-training-tables-7-sizes,Flip Top Training Tables 7 Sizes,Brant Business Interiors,Frames: White or Black with Silver Powder coat finish base. Worksurfaces: 1” M2 Grade substrate Studio White Matching 2mm PVC edge High Pressure Laminate Features: Swiveling lockable casters QUICK SHI,NONE,UNKNOWN,no manufacturer signal; sku_prefix=WS,NONE,,,,WS48-MFLIP080/BF-WS101003-7981,WS,WS
9688143266105,sit2stand-series-sit-stand-workstation,Sit2stand series sit-stand workstation,Brant Business Interiors,Effortlessly transition from sitting to standing in seconds - Convert an existing desk or table into a high-quality and affordable sit-to-stand workstation and effortlessly go from sitting to standing,NONE,UNKNOWN,no manufacturer signal; sku_prefix=RIC,NONE,,,,RIC-500S2S001R30,RIC,RIC
9688164958521,duet-tablet-chair,Duet Tablet Chair,Brant Business Interiors,"Armchair with Right or Left Tablet, Polypropylene Seat & Back",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,6620TR,,(no-sku)
9688170398009,agile-double-sided-8-pod-height-adjustable-shared-desk,Agile double sided 8-pod height adjustable shared desk,Brant Business Interiors,"Each workstation includes: Height Adjustable White Table 48""x24"" Cable Snake Drawers on Wheels Desktop Power Pack (USB,USBC;Duplex) Dividers (Front & Side) Overall Footprint: 190"" x 65"" $2005.00 per P",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9688173543737,screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,"Screenflex 5 panel mobile light-duty portable room divider, 6'5""h x 9'5""w, fabric color: stone — 5""",Brant Business Interiors,"Screenflex Portable Room Dividers are the world's highest quality portable walls and can help you make much better use of your facility, time and budget. Simply roll them into position and set up the ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9688271159609,bow-front-desk-72x42,"Bow front desk — 72""X42""",Brant Business Interiors,"Bow Front Desk with a supported drawer pedestal. Size: 72""x42"" 3 Week Lead Time. Shown in Royal Mahogany",NONE,UNKNOWN,no manufacturer signal; sku_prefix=UN,NONE,,,,UN7242BWL/BBF,UN,UN
9688274895161,soho-desk-single-pedestal-2-sizes,Soho desk single pedestal — 2 sizes,Brant Business Interiors,"Features: • Commercial grade 1 “ thick laminate • Heat, scratch and dent resistant • Innovative floating top styling • Box drawer stores desk accessories • File drawer stores letter or legal size file",NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-MA11-2448,HDL,HDL
9689001951545,oci-platinum-monitor-arms,Oci platinum monitor arms,Brant Business Interiors,"Adept Series Monitor Arm Utilizing classic and time tested styling, the Adept Series delivers outstanding performance and a value conscious price tag. With its counter-balance mechanism set for the mo",NONE,UNKNOWN,no manufacturer signal; sku_prefix=ERGOACCESS,NONE,,,,ERGOACCESS-LR72-927B-G1,ERGOACCESS,ERGOACCESS
9690426671417,folding-chair-plastic-4-pack,Folding chair-plastic 4/pack,Brant Business Interiors,"A no-fuss folding chair built for high-traffic spaces that need seating fast and storage faster. The Lite-Lift II armless folding chair is a practical workhorse for boardrooms, training rooms, communi",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-OTG11674,GLB,
9690784596281,lockers-single-tier-assembled,Lockers single tier (assembled),Brant Business Interiors,"1 Overall Depth 18"" Overall Height 72"" Overall Width 36""",NONE,UNKNOWN,no manufacturer signal; sku_prefix=SCN,NONE,,,,SCN-FJ151,SCN,SCN
9690804846905,lockers-2-tier-assembled,Lockers 2 tier (assembled),Brant Business Interiors,"2 Overall Depth 18"" Overall Height 76"" Overall Width Single 12"", Double 24"", Triple 36"", Quad 48""",NONE,UNKNOWN,no manufacturer signal; sku_prefix=SCN,NONE,,,,SCN-FL396,SCN,SCN
9692198633785,lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,"Lockerettes, 6 -tier, bank of 3, 36"" x 18"" x 72"", steel, grey, rivet (assembled) — 36"" x 18"" x 72""",Brant Business Interiors,"Clean Line™ Lockerettes, 6 -tier, Bank of 2, 24"" x 18"" x 72"", Steel, Grey, Rivet (Assembled) Description Prime grade cold rolled steel locker All welded frame and door Riveted body Frames are resistan",NONE,UNKNOWN,no manufacturer signal; sku_prefix=SCN,NONE,,,,SCN-FJ173,SCN,SCN
9693064692025,credenza-60x20,"Credenza — 60""x20""",Brant Business Interiors,"CUSTOM CREDENZA 60""W X 20""D X 29""H",NONE,UNKNOWN,no manufacturer signal; sku_prefix=IOF,NONE,,,,IOF-Typical #W-066,IOF,IOF
9693069377849,lectern-podium,Lectern podium,Brant Business Interiors,Mobile Lectern Dimensions: W24 x D18 x H44.3 IN. Available in many colours. 4 Week Lead Time,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-Z2444LEC,GLO,
9693070721337,lectern-storage-stand,Lectern storage stand,Brant Business Interiors,Available in several colours options. 4 Week Lead Time,NONE,UNKNOWN,no manufacturer signal; sku_prefix=IOF,NONE,,,,IOF-Typical #W-020,IOF,IOF
9693071737145,drafting-table,Drafting table,Brant Business Interiors,"Designed by an Architect, Made for an Architect This multi function drafting table is made with 1"" thick panels all around. Includes 32 slots each 24"" deep. Available in 24 colour options. Dual colour",NONE,UNKNOWN,no manufacturer signal; sku_prefix=IOF,NONE,,,,IOF-Q000111061,IOF,IOF
9693073867065,drafting-table-precision-table-2-sizes,Drafting table precision table — 2 sizes,Brant Business Interiors,"he Safco Precision Tabletop is a drafting tabletop with a green tint, featuring a 1"" non-glare board surface. Green tint drafting surface, the drafting tabletop furnishes a large work surface. b Draft",Safco,HIGH,[HIGH] model_code:'SKU prefix SAF' in sku->Safco; [HIGH] direct_name_match:'Safco' in body->Safco,Safco,,APPROVE,,SAF3952 & 3962,SAF,
9693074391353,scoot-multi-purpose-lectern-8922bl-1,Scoot multi-purpose lectern — 8922BL,Brant Business Interiors,"The Scoot™ Multi-Purpose Lectern is a workspace podium featuring a fold down platform for easier user visibility. The shelves adjust in 1"" increments and fit within an enclosed, large open storage are",Safco,HIGH,[HIGH] model_code:'SKU prefix SAF' in sku->Safco,Safco,,APPROVE,,SAF-8922BL,SAF,
9693075505465,impromptu-lectern-1,Impromptu lectern,Brant Business Interiors,The Impromptu® Lectern is a Gray workspace podium built from a steel frame and translucent polycarbonate panel. The mobile presentation stand is mobile on four swivel wheels (two locking). Complements,Safco,HIGH,[HIGH] model_code:'SKU prefix SAF' in sku->Safco,Safco,,APPROVE,,SAF8912GR,SAF,
9693076390201,drafting-table-custom,Drafting table custom,Brant Business Interiors,"Custom Drafting Table Size: 84"" W x 78"" D Available in Left or Right configurations. Other Colours are available. Please contact us. Lead Time: 4-6 Weeks",NONE,UNKNOWN,no manufacturer signal; sku_prefix=IOF,NONE,,,,IOF-Typical #W-021,IOF,IOF
9693081895225,felt-sound-dampeners,Felt sound dampeners,Brant Business Interiors,"Manufactured in Canada & crafted with impeccable attention to detail using high-quality materials, our acoustic trophies and sculptures not only serve as eye-catching focal points but also effectively",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9693091201337,stream-armchair-polypropylene-seat-back-2075app-1,"Stream armchair, polypropylene seat & back (2075app) — 2075APP",Brant Business Interiors,"Note: To see this chair in your choice of colours, please contact furnorder@officecentral.com We are happy to ""Render"" a chair at no charge in your preferred choice of colours. Stream series multi-pur",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-2075APP,GLO,
9693091889465,stream-armless-chair-polypropylene-seat-back-2075app,"Stream armless chair, polypropylene seat & back — 2075APP",Brant Business Interiors,"Stream series multi-purpose product includes: four-legged models, sled base models, tablet models, stools and task seating. Four-legged chairs are standard with non-marking nylon bullet glides. Bullet",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-2075APP,GLB,
9693093790009,rebound-armchair-polypropylene-seat-1,"Rebound armchair, polypropylene seat",Brant Business Interiors,"Note: To see this chair in your choice of colours, please contact furnorder@officecentral.com We are happy to ""Render"" a chair at no charge in your preferred choice of colours. The patented flex back ",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-R5APPG,GLB,
9693098705209,flap-folding-chair-6775-1,Flap folding chair (6775) — 6775,Brant Business Interiors,"Flap™ Flap™ is a lightweight, durable folding chair that can expand the audience quickly for large gatherings or support more people in small spaces. For use indoors or out, the sleek, comfortable, al",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-6775,GLB,
9693105062201,privacy-desk-top-dividers,Privacy desk top dividers,Brant Business Interiors,Introducing PET Felt privacy screens and modesty panels. Soft textures and sound absorbing materials create an inviting spot for individual and more concentrated work. Pin up pictures and ideas that d,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-PT9PP3013-1,GLB,
9693140713785,desk-top-dividers,Desk top dividers,Brant Business Interiors,Features Brackets available in Silver (SL) finish Frosted plexiglass panel,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-OUT-TM1-1530PLX,HDL,HDL
9693141827897,desk-top-divider-divide,Desk top divider divide,Brant Business Interiors,Freestanding desk-top privacy divider that adds acoustic separation and visual privacy between workstations without modifying the desk. Clamps or slots into place on standard and benching desk configu,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-DGP1224TUN-2@DPOST12TUN,GLO,
9697294090553,installation,Installation,Brant Business Interiors,,NONE,UNKNOWN,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,Fee,,,
9698674803001,bookcase-31-5-wide-x-13-75-deep,"Bookcase 32"" wide x 14"" deep — 14""",Brant Business Interiors,"Innovations Bookcase 1"" construction Optional bookcase door set (INV-32BKDRS - includes soft-close hinge, hardware and lock) Optional door set can be installed top or bottom 48"" High: 3 shelves 66"" Hi",Heartwood,HIGH,[HIGH] model_code:'SKU prefix HTW' in sku->Heartwood,Heartwood,,APPROVE,,HTWINV4832BK,HTWINV,
9698778710329,power-station-with-3-outlets-and-2-usb,Power station with 3 outlets and 2 USB,Brant Business Interiors,"Prices shown include the Power Block & the cutting for each block. With USB The perfect item to free up desks, workstations or conference tables: - Built-in - 3 x 120V outlets - 2 USB A ports Cover si",NONE,UNKNOWN,no manufacturer signal; sku_prefix=RIC,NONE,,,,RIC-201314100,RIC,RIC
9699883254073,auditorium-lecture-hall-seating-omni,Auditorium / Lecture Hall Seating Omni,Brant Business Interiors,Omnia Evolution AN INNOVATIVE DESIGN:: The unique design of the Omnia Evolution is able to accommodate straight and curved rows. The innovative rail system allows for installing the True AntiPanic Tab,Borgo,HIGH,[HIGH] model_code:'SKU prefix BORGO' in sku->Borgo,Borgo,,APPROVE,,Borgo,BORGO,
9699886203193,auditorium-lecture-hall-seating-my-space,Auditorium / Lecture Hall Seating My Space,Brant Business Interiors,Fixed auditorium seating that holds up to daily lecture-hall use without sacrificing comfort or a clean sightline. The MySpace chair is designed for high-density institutional environments where space,Global Furniture Group,HIGH,[HIGH] direct_name_match:'specs.manufacturer=Global Furniture Group (likely)' in metafield->Global Furniture Group,Global Furniture Group,,APPROVE,,,,
9699887710521,auditorium-lecture-hall-seating-primo,Auditorium / Lecture Hall Seating Primo,Brant Business Interiors,Primo A COMFORTABLE DESIGN:: The molded polyurethane seat and back in the Primo are ergonomically contoured for hours of support and comfort. Please contact us for more information or a custom quote.,Borgo,HIGH,[HIGH] model_code:'SKU prefix BORGO' in sku->Borgo,Borgo,,APPROVE,,BORGO,BORGO,
9699889086777,auditorium-lecture-hall-seating,Auditorium / Lecture Hall Seating,Brant Business Interiors,Fixed seating built for the rooms that never stop being used. Auditorium and lecture hall seating takes a different kind of punishment than any task chair or lounge piece — hundreds of occupants daily,Borgo,HIGH,[HIGH] model_code:'SKU prefix BORGO' in sku->Borgo; [HIGH] direct_name_match:'specs.manufacturer=Global Furniture Group' in metafield->Global Furniture Group,Borgo,,APPROVE,,BORGO,BORGO,
9699892035897,canopy-seating,Canopy seating,Brant Business Interiors,"Privée PRIVACY IN PRIVÉE :: With Privée, the furniture becomes the architecture; the canopies, although enclosed, are inviting structures that wrap around the seating to ensure privacy and acoustic co",Borgo,HIGH,[HIGH] model_code:'SKU prefix BORGO' in sku->Borgo,Borgo,,APPROVE,,BORGO,BORGO,
9700992221497,tower-charging-station-with-usb-ports-2-colour-options,Tower charging station with USB ports. 2 colour options. — 2 colour,Brant Business Interiors,"Vertical charging station. This versatile power unit features two power bars, one on each side. Each power bar contains three 120 V outlets, one USB-A port, and one USB-C port, for a total of six 120 ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=RIC,NONE,,,,RIC-PBK2WAY2030,RIC,RIC
9701172412729,drift-seating,Drift seating,Brant Business Interiors,"Drift™ Change is the constant that each new generation brings to the table. Drift™ seating encourages people to come together with new ideas, new priorities and new ways of thinking. The welcoming loo",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-8031,GLB,
9702669975865,ranger-steel-4-post-table-42-w-x-30-d,Ranger steel 4-post table 42”w x 30”d,Brant Business Interiors,"able if you’d like to use it as a pencil ledge. The simple, durable drafting table is reinforced by a steel powdercoat frame and has a 1”-thick drawing board with steel end cleats. What’s more, it’s m",Safco,HIGH,[HIGH] model_code:'SKU prefix SAF' in sku->Safco,Safco,,APPROVE,,SAF7732 (DIRECT),SAF,
9710311440697,sit-stand-1,Sit stand,Brant Business Interiors,100-DTHA Convert a traditional desk to a standing desk with Desk Top Height Adjustable unit One handed paddle gas lift for easy height adjustment Adjusts to heights between 6.5” and 16.5” Sturdy base ,NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-100-DTHA,HDL,HDL
9712078848313,coffee-table-seating,Coffee table & seating,Brant Business Interiors,"Craft coffee and side tables are the perfect partner to Craft fully upholstered modular lounge seating products to create casual meeting spaces in multiple environments . Craft is easy to configure, d",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-ML35SCDK,GLO,
9712096084281,craft-cube-square-unit,Craft cube | square unit,Brant Business Interiors,MVL13012 Craft | Square Unit Craft is a fully upholstered modular lounge seating and table series that features six fun shapes for seating and five tables that can be used interchangeably together or ,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-MVL13012,GLB,
9712829890873,caster-options,Caster options,Brant Business Interiors,"The right caster makes the difference between a chair that moves with you and one that fights you all day. Caster options from Brant Business Interiors are designed to match your flooring type, chair ",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,Avis-add-charge,,,(no-sku)
9714121933113,atlas-sit-to-stand-height-adjustable-desk,Atlas sit to stand height adjustable desk,Brant Business Interiors,"Single-Leg. Features 4 programmable memory positions. Low power consumption in standby mode.. Height ranges from 24-1/2"" to 50"". Max weight capacity 130 lbs. 1"" laminate top combined with single-leg h",Heartwood,HIGH,[HIGH] model_code:'SKU prefix HTW' in sku->Heartwood,Heartwood,,APPROVE,,HTWATL2436TBL,HTWATL,
9719771300153,sidero-tablet-chair,Sidero Tablet Chair,Brant Business Interiors,"Sidero™ Multi-purpose seating with a sculptured look, featuring wide curved arms and a round tubular steel frame. Four-legged side chairs are ""wall safe"". Rear legs hit the baseboard first leaving cle",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group; [LOW] designer:'Zooey Chu' in body->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-6901TR,GLB,
9719783162169,sidero-tablet-arm,Sidero Tablet Arm,Brant Business Interiors,"Sidero™ Multi-purpose seating with a sculptured look, featuring wide curved arms and a round tubular steel frame. Four-legged side chairs are ""wall safe"". Rear legs hit the baseboard first leaving cle",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group; [LOW] designer:'Zooey Chu' in body->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-6900CTL,GLO,
9720592138553,factor-mesh-back-armchair-casters-5545amc-1,"Factor mesh back armchair, casters (5545amc) — 5545AMC",Brant Business Interiors,"You just won’t believe the price. New to the series, Factor multi-purpose guest chairs feature a matching picture frame back design and the same finishes as the highly popular task chair. When specifi",NONE,UNKNOWN,no manufacturer signal; sku_prefix=none,NONE,,,,,,(no-sku)
9720842944825,u-shape-d-top-workstation,U-shape d-top workstation,Brant Business Interiors,Features + benefits • simple to create workstations to suit your needs • ease of assembly built into design with metal-to-metal connectors • 10 standard laminate finish options • 1” thick thermally fu,NONE,UNKNOWN,service/non-product line item (delivery/installation/etc.),NONE,,SKIP,,Asstd-see website,ASSTD,
9721985237305,factor-mesh-seating,Factor mesh seating,Brant Business Interiors,Medium Back: Dimensions: W26.50 x D24.00 x H39.00IN. High Back: Dimensions: W26.50 x D24.00 x H41.50IN.,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLO-5541,GLO,
9722772357433,storage-cabinet-credenza-72w-x-24d,"Storage cabinet credenza, 72""w x 24""d — 24""",Brant Business Interiors,"Storage Cabinet Credenza All doors lock 1 adjustable shelf per 2 doors Dimensions: W72 x D24 x H30 IN. Ships Assembled 1"" High-quality construction, aesthetic design details and stand-out extras like ",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix GLB' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,GLB-Z2472SCSC,GLB,
9722789822777,credenza-sliding-doors,Credenza sliding doors,Brant Business Interiors,Credenza with 2 sliding doors. Lockable 1 Adjustable Shelf Available in 1 or 2 colour combinations,NONE,UNKNOWN,no manufacturer signal; sku_prefix=IOF,NONE,,,,IOF-UN6024SC/SC/SLD2,IOF,IOF
9722802536761,wardrobe-with-lock,Wardrobe with lock,Brant Business Interiors,Locking Wardrobe Size: 30W” x 72H” x 24D” No Assembly Required 4 Week Lead Time,NONE,UNKNOWN,no manufacturer signal; sku_prefix=IOF,NONE,,,,IOF-UN3072SC/WD/24,IOF,IOF
9722804863289,storage-wardrobe-unit,Storage wardrobe unit,Brant Business Interiors,Wardrobe 30W” x 72H” x 21D” 2 Locking Doors No Assembly Required,NONE,UNKNOWN,no manufacturer signal; sku_prefix=IOF,NONE,,,,IOF-UN3072WD/21,IOF,IOF
9722809811257,storage-right-ff-sc-left-wardrobe,Storage / right ff & sc / left wardrobe,Brant Business Interiors,STORAGE / RIGHT FF & SC / LEFT WARDROBE Lockable 30W” x 72H” x 21D”,NONE,UNKNOWN,no manufacturer signal; sku_prefix=UN,NONE,,,,UN3072FF/SC/WD/21,UN,UN
9723829223737,desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,"Desk lamp - 5.30 w LED bulb - adjustable - metal, acrylic - desk mountable",Brant Business Interiors,"Boom arm LED desk lamp provides a ""warm"" full spectrum illumination that most closely resembles natural light for reduced eyestrain with excellent color rendering. It is adjustable to provide great li",NONE,UNKNOWN,no manufacturer signal; sku_prefix=BOSVLED,NONE,,,,BOSVLED500,BOSVLED,BOSVLED
9723830337849,led-desk-lamp-with-wireless-charger-led,LED desk lamp with wireless charger - LED,Brant Business Interiors,Wireless Charger Key Features Three color temperature modes. Touch control buttons and rotary metallic knob. SMD LED light.,NONE,UNKNOWN,no manufacturer signal; sku_prefix=RDL,NONE,,,,RDL-140QI-B,RDL,RDL
9723832435001,led-desk-lamp-with-usb-and-night-light,LED desk lamp with USB and night light,Brant Business Interiors,"LED Desk Lamp with USB and Night Light - RDL-110U - 22"" (558.80 mm) Height - 7"" (177.80 mm) Width - 8 W LED Bulb - 450 Lumens - ABS - Desk Mountable - Warm White, Cool Daylight, Black, Bright White, T",NONE,UNKNOWN,no manufacturer signal; sku_prefix=RSIRDL,NONE,,,,RSIRDL110U,RSIRDL,RSIRDL
9723863007545,desk-power-grommet,Desk power grommet,Brant Business Interiors,"Combine your charging station and power bar to optimize your office space, living room or bedroom. This ergonomic and easy to install power bar is equipped with 120V outlets, USB-A outlets, USB-C outl",NONE,UNKNOWN,no manufacturer signal; sku_prefix=RIC,NONE,,,,RIC- DS86101P1A1C90,RIC,RIC
9723869462841,sphere-power,Sphere power,Brant Business Interiors,"Two half-spheres SPHERE, as the name suggests, has a spherical design; conveniently, it can be connected from any angle. It comes with two 72"" (6') power cable and is available in four ports - 4 elect",NONE,UNKNOWN,no manufacturer signal; sku_prefix=SP,NONE,,,,SP22104P030,SP,SP
9724674277689,taper-leg-table,Taper leg table,Brant Business Interiors,"Innovation TAPER Tables include multiple size tops available many colour options Top: 1"" Thick Edge: Matching PVC Edge Legs: Grey Tops: 9 Colours",NONE,UNKNOWN,no manufacturer signal; sku_prefix=HDL,NONE,,,,HDL-INV-2436TBL-TAPER,HDL,HDL
9724679127353,workway-planters,Workway planters,Brant Business Interiors,"The ideal solution to liven any space. Crafted for the modern workspace, WORKWAY Planters allow for space division while helping to enrich any environment. WORKWAY Planters promote wellness, creativit",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix OFGO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,OFGO WW181235-PLNT-BCBC,OFGO,
9724687679801,stax-stacking-chair-8-colour-options,STAX Stacking Chair 8 Colour Options,Brant Business Interiors,"STAX is a lightweight, multipurpose chair that features a gracefully sculpted back and a luxurious waterfall seat for enhanced comfort. Its elegantly flared legs are designed for enhanced durability a",Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix OFGO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,OFGO 77,OFGO,
9724689940793,student-desk-carol-single-double-sided,Student Desk Carol Single & Double Sided,Brant Business Interiors,Creating active learning zones to focus and grow. CAROL TM is a versatile collection of study carrels built for today’s learning and working environments. Modern educational and working spaces have a ,Global Furniture Group,HIGH,[HIGH] model_code:'SKU prefix OFGO' in sku->Global Furniture Group,Global Furniture Group,,APPROVE,,OFGO CR362447-SU-WW,OFGO,
9725748478265,gaming-chair,Gaming chair,Brant Business Interiors,""" L x 28"" W x 47"" H; Seat Size: 22"" W x 19.5"" D x 4.5"" T; Back Size: 21"" W x 29"" H x 3.75"" T - Approved for commercial or residential use",Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-UPK25,OSP,
9725750247737,xplorer-51-gaming-chair,Xplorer 51 gaming chair,Brant Business Interiors,” W x 30.25” D x 45.25-49” H; Seat Size: 22.5” W x 19.75” D x 4.5” T; Back Size: 19” W x 27.25” H x 2.75” T - Approved for commercial or residential use,Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSPXPL5125,OSPXPL,
9725751918905,deluxe-high-back-executive-chair,DELUXE HIGH BACK EXECUTIVE CHAIR,Brant Business Interiors,PRODUCT HIGHLIGHTS Deluxe High Back White Faux Leather Executive Chair with Polished Aluminum Base and Padded Polished Aluminum Arms Contour Seat and Back with Built-in Lumbar Support Locking Mid Pivo,Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-7250,OSP,
9725752279353,deluxe-mid-back-executive-chair,DELUXE MID BACK EXECUTIVE CHAIR,Brant Business Interiors,PRODUCT HIGHLIGHTS Deluxe Mid Back White Faux Leather Executive Chair with Polished Aluminum Base and Padded Polished Aluminum Arms Contour Seat and Back with Built-in Lumbar Support Locking Mid Pivot,Office Star Products,HIGH,[HIGH] model_code:'SKU prefix OSP' in sku->Office Star Products,Office Star Products,,APPROVE,,OSP-7251,OSP,
